Mods count: 203
 
                                  jar name                                   | notes |                        mod id                        |                 mod name                  |           mod version           |                                                                                                                                                                         mixin configs                                                                                                                                                                         |              modrinth hash               | curseforge hash
    /META-INF/jars/fabric-command-api-v2-0.92.9.jar                          |       | fabric-command-api-v2                                | Fabric Command API (v2)                   | 2.2.14+1802ada577               | fabric-command-api-v2.mixins.json, fabric-command-api-v2.client.mixins.json                                                                                                                                                                                                                                                                                   |                                          |                
    /META-INF/jars/fabric-commands-v0-0.92.9.jar                             |       | fabric-commands-v0                                   | Fabric Commands (v0)                      | 0.2.52+df3654b377               |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/fabric-containers-v0-0.92.9.jar                           |       | fabric-containers-v0                                 | Fabric Containers (v0)                    | 0.1.68+df3654b377               | fabric-containers-v0.accurate.mixins.json, fabric-containers-v0.mixins.json                                                                                                                                                                                                                                                                                   |                                          |                
    /META-INF/jars/fabric-content-registries-v0-0.92.9.jar                   |       | fabric-content-registries-v0                         | Fabric Content Registries (v0)            | 4.0.13+1802ada577               | fabric-content-registries-v0.mixins.json                                                                                                                                                                                                                                                                                                                      |                                          |                
    /META-INF/jars/fabric-convention-tags-v1-0.92.9.jar                      |       | fabric-convention-tags-v1                            | Fabric Convention Tags                    | 1.5.6+1802ada577                |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/fabric-crash-report-info-v1-0.92.9.jar                    |       | fabric-crash-report-info-v1                          | Fabric Crash Report Info (v1)             | 0.2.20+1802ada577               | fabric-crash-report-info-v1.mixins.json                                                                                                                                                                                                                                                                                                                       |                                          |                
    /META-INF/jars/fabric-data-attachment-api-v1-0.92.9.jar                  |       | fabric-data-attachment-api-v1                        | Fabric Data Attachment API (v1)           | 1.0.2+de0fd6d177                | fabric-data-attachment-api-v1.mixins.json, fabric-data-attachment-api-v1.client.mixins.json                                                                                                                                                                                                                                                                   |                                          |                
    /META-INF/jars/fabric-data-generation-api-v1-0.92.9.jar                  |       | fabric-data-generation-api-v1                        | Fabric Data Generation API (v1)           | 12.3.9+1802ada577               | fabric-data-generation-api-v1.mixins.json, fabric-data-generation-api-v1.client.mixins.json                                                                                                                                                                                                                                                                   |                                          |                
    /META-INF/jars/fabric-dimensions-v1-0.92.9.jar                           |       | fabric-dimensions-v1                                 | Fabric Dimensions API (v1)                | 2.1.55+1802ada577               | fabric-dimensions-v1.mixins.json                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jars/fabric-entity-events-v1-0.92.9.jar                        |       | fabric-entity-events-v1                              | Fabric Entity Events (v1)                 | 1.6.1+1c78457f77                | fabric-entity-events-v1.client.mixins.json, fabric-entity-events-v1.mixins.json                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/fabric-events-interaction-v0-0.92.9.jar                   |       | fabric-events-interaction-v0                         | Fabric Events Interaction (v0)            | 0.6.6+13a40c6677                | fabric-events-interaction-v0.client.mixins.json, fabric-events-interaction-v0.mixins.json                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jars/fabric-events-lifecycle-v0-0.92.9.jar                     |       | fabric-events-lifecycle-v0                           | Fabric Events Lifecycle (v0)              | 0.2.64+df3654b377               |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/fabric-game-rule-api-v1-0.92.9.jar                        |       | fabric-game-rule-api-v1                              | Fabric Game Rule API (v1)                 | 1.0.41+1802ada577               | fabric-game-rule-api-v1.mixins.json, fabric-game-rule-api-v1.client.mixins.json                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/fabric-item-api-v1-0.92.9.jar                             |       | fabric-item-api-v1                                   | Fabric Item API (v1)                      | 2.1.29+1802ada577               | fabric-item-api-v1.client.mixins.json, fabric-item-api-v1.mixins.json                                                                                                                                                                                                                                                                                         |                                          |                
    /META-INF/jars/fabric-item-group-api-v1-0.92.9.jar                       |       | fabric-item-group-api-v1                             | Fabric Item Group API (v1)                | 4.0.14+1802ada577               | fabric-item-group-api-v1.client.mixins.json, fabric-item-group-api-v1.mixins.json                                                                                                                                                                                                                                                                             |                                          |                
    /META-INF/jars/fabric-key-binding-api-v1-0.92.9.jar                      |       | fabric-key-binding-api-v1                            | Fabric Key Binding API (v1)               | 1.0.38+1802ada577               | fabric-key-binding-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                         |                                          |                
    /META-INF/jars/fabric-keybindings-v0-0.92.9.jar                          |       | fabric-keybindings-v0                                | Fabric Key Bindings (v0)                  | 0.2.36+df3654b377               |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/fabric-lifecycle-events-v1-0.92.9.jar                     |       | fabric-lifecycle-events-v1                           | Fabric Lifecycle Events (v1)              | 2.2.23+1802ada577               | fabric-lifecycle-events-v1.client.mixins.json, fabric-lifecycle-events-v1.mixins.json                                                                                                                                                                                                                                                                         |                                          |                
    /META-INF/jars/fabric-loot-api-v2-0.92.9.jar                             |       | fabric-loot-api-v2                                   | Fabric Loot API (v2)                      | 1.2.3+1802ada577                | fabric-loot-api-v2.mixins.json                                                                                                                                                                                                                                                                                                                                |                                          |                
    /META-INF/jars/fabric-loot-tables-v1-0.92.9.jar                          |       | fabric-loot-tables-v1                                | Fabric Loot Tables (v1)                   | 1.1.47+9e7660c677               | fabric-loot-tables-v1.mixins.json                                                                                                                                                                                                                                                                                                                             |                                          |                
    /META-INF/jars/fabric-message-api-v1-0.92.9.jar                          |       | fabric-message-api-v1                                | Fabric Message API (v1)                   | 5.1.10+1802ada577               | fabric-message-api-v1.client.mixins.json, fabric-message-api-v1.mixins.json                                                                                                                                                                                                                                                                                   |                                          |                
    /META-INF/jars/fabric-mining-level-api-v1-0.92.9.jar                     |       | fabric-mining-level-api-v1                           | Fabric Mining Level API (v1)              | 2.1.52+1802ada577               | fabric-mining-level-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jars/fabric-model-loading-api-v1-0.92.9.jar                    |       | fabric-model-loading-api-v1                          | Fabric Model Loading API (v1)             | 1.0.4+1802ada577                | fabric-model-loading-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                       |                                          |                
    /META-INF/jars/fabric-models-v0-0.92.9.jar                               |       | fabric-models-v0                                     | Fabric Models (v0)                        | 0.4.3+9386d8a777                |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/fabric-networking-api-v1-0.92.9.jar                       |       | fabric-networking-api-v1                             | Fabric Networking API (v1)                | 1.3.15+0caff8d077               | fabric-networking-api-v1.mixins.json, fabric-networking-api-v1.client.mixins.json                                                                                                                                                                                                                                                                             |                                          |                
    /META-INF/jars/fabric-networking-v0-0.92.9.jar                           |       | fabric-networking-v0                                 | Fabric Networking (v0)                    | 0.3.55+df3654b377               |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/fabric-object-builder-api-v1-0.92.9.jar                   |       | fabric-object-builder-api-v1                         | Fabric Object Builder API (v1)            | 11.1.5+e35120df77               | fabric-object-builder-v1.mixins.json, fabric-object-builder-v1.client.mixins.json                                                                                                                                                                                                                                                                             |                                          |                
    /META-INF/jars/fabric-particles-v1-0.92.9.jar                            |       | fabric-particles-v1                                  | Fabric Particles (v1)                     | 1.1.3+1802ada577                | fabric-particles-v1.client.mixins.json                                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jars/fabric-recipe-api-v1-0.92.9.jar                           |       | fabric-recipe-api-v1                                 | Fabric Recipe API (v1)                    | 1.0.25+1802ada577               | fabric-recipe-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jars/fabric-registry-sync-v0-0.92.9.jar                        |       | fabric-registry-sync-v0                              | Fabric Registry Sync (v0)                 | 2.4.1+4c0a70e677                | fabric-registry-sync-v0.mixins.json, fabric-registry-sync-v0.client.mixins.json                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/fabric-renderer-api-v1-0.92.9.jar                         |       | fabric-renderer-api-v1                               | Fabric Renderer API (v1)                  | 3.2.2+1802ada577                | fabric-renderer-api-v1.debughud.mixins.json, fabric-renderer-api-v1.mixins.json                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/fabric-renderer-indigo-0.92.9.jar                         |       | fabric-renderer-indigo                               | Fabric Renderer - Indigo                  | 1.5.3+85287f9f77                | fabric-renderer-indigo.mixins.json                                                                                                                                                                                                                                                                                                                            |                                          |                
    /META-INF/jars/fabric-renderer-registries-v1-0.92.9.jar                  |       | fabric-renderer-registries-v1                        | Fabric Renderer Registries (v1)           | 3.2.47+df3654b377               |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/fabric-rendering-data-attachment-v1-0.92.9.jar            |       | fabric-rendering-data-attachment-v1                  | Fabric Rendering Data Attachment (v1)     | 0.3.39+92a0d36777               | fabric-rendering-data-attachment-v1.client.mixins.json, fabric-rendering-data-attachment-v1.mixins.json                                                                                                                                                                                                                                                       |                                          |                
    /META-INF/jars/fabric-rendering-fluids-v1-0.92.9.jar                     |       | fabric-rendering-fluids-v1                           | Fabric Rendering Fluids (v1)              | 3.0.29+1802ada577               | fabric-rendering-fluids-v1.mixins.json                                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jars/fabric-rendering-v0-0.92.9.jar                            |       | fabric-rendering-v0                                  | Fabric Rendering (v0)                     | 1.1.50+df3654b377               |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/fabric-rendering-v1-0.92.9.jar                            |       | fabric-rendering-v1                                  | Fabric Rendering (v1)                     | 3.0.9+1802ada577                | fabric-rendering-v1.mixins.json                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/fabric-resource-conditions-api-v1-0.92.9.jar              |       | fabric-resource-conditions-api-v1                    | Fabric Resource Conditions API (v1)       | 2.3.9+1802ada577                | fabric-resource-conditions-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                 |                                          |                
    /META-INF/jars/fabric-resource-loader-v0-0.92.9.jar                      |       | fabric-resource-loader-v0                            | Fabric Resource Loader (v0)               | 0.11.12+fb82e9d777              | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json                                                                                                                                                                                                                                                                           |                                          |                
    /META-INF/jars/fabric-screen-api-v1-0.92.9.jar                           |       | fabric-screen-api-v1                                 | Fabric Screen API (v1)                    | 2.0.9+1802ada577                | fabric-screen-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jars/fabric-screen-handler-api-v1-0.92.9.jar                   |       | fabric-screen-handler-api-v1                         | Fabric Screen Handler API (v1)            | 1.3.34+1802ada577               | fabric-screen-handler-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                      |                                          |                
    /META-INF/jars/fabric-sound-api-v1-0.92.9.jar                            |       | fabric-sound-api-v1                                  | Fabric Sound API (v1)                     | 1.0.14+1802ada577               | fabric-sound-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/fabric-transfer-api-v1-0.92.9.jar                         |       | fabric-transfer-api-v1                               | Fabric Transfer API (v1)                  | 3.3.6+8dd72ea377                | fabric-transfer-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                            |                                          |                
    /META-INF/jars/fabric-transitive-access-wideners-v1-0.92.9.jar           |       | fabric-transitive-access-wideners-v1                 | Fabric Transitive Access Wideners (v1)    | 4.3.2+1802ada577                |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
fabric-language-kotlin-1.13.11+kotlin.2.3.21.jar                             |       | fabric-language-kotlin                               | Fabric Language Kotlin                    | 1.13.11+kotlin.2.3.21           |                                                                                                                                                                                                                                                                                                                                                               | b6190b247c557c493dc4204121744f289a1d1837 | 3596689969     
    /META-INF/jars/atomicfu-jvm-0.32.1.jar                                   |       | org_jetbrains_kotlinx_atomicfu-jvm                   | atomicfu-jvm                              | 0.32.1                          |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/kotlin-reflect-2.3.21.jar                                 |       | org_jetbrains_kotlin_kotlin-reflect                  | kotlin-reflect                            | 2.3.21                          |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/kotlin-stdlib-2.3.21.jar                                  |       | org_jetbrains_kotlin_kotlin-stdlib                   | kotlin-stdlib                             | 2.3.21                          |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/kotlin-stdlib-jdk7-2.3.21.jar                             |       | org_jetbrains_kotlin_kotlin-stdlib-jdk7              | kotlin-stdlib-jdk7                        | 2.3.21                          |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/kotlin-stdlib-jdk8-2.3.21.jar                             |       | org_jetbrains_kotlin_kotlin-stdlib-jdk8              | kotlin-stdlib-jdk8                        | 2.3.21                          |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/kotlinx-coroutines-core-jvm-1.10.2.jar                    |       | org_jetbrains_kotlinx_kotlinx-coroutines-core-jvm    | kotlinx-coroutines-core-jvm               | 1.10.2                          |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/kotlinx-coroutines-jdk8-1.10.2.jar                        |       | org_jetbrains_kotlinx_kotlinx-coroutines-jdk8        | kotlinx-coroutines-jdk8                   | 1.10.2                          |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/kotlinx-datetime-jvm-0.7.1.jar                            |       | org_jetbrains_kotlinx_kotlinx-datetime-jvm           | kotlinx-datetime-jvm                      | 0.7.1                           |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/kotlinx-io-bytestring-jvm-0.9.0.jar                       |       | org_jetbrains_kotlinx_kotlinx-io-bytestring-jvm      | kotlinx-io-bytestring-jvm                 | 0.9.0                           |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/kotlinx-io-core-jvm-0.9.0.jar                             |       | org_jetbrains_kotlinx_kotlinx-io-core-jvm            | kotlinx-io-core-jvm                       | 0.9.0                           |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/kotlinx-serialization-cbor-jvm-1.11.0.jar                 |       | org_jetbrains_kotlinx_kotlinx-serialization-cbor-jvm | kotlinx-serialization-cbor-jvm            | 1.11.0                          |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/kotlinx-serialization-core-jvm-1.11.0.jar                 |       | org_jetbrains_kotlinx_kotlinx-serialization-core-jvm | kotlinx-serialization-core-jvm            | 1.11.0                          |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/kotlinx-serialization-json-jvm-1.11.0.jar                 |       | org_jetbrains_kotlinx_kotlinx-serialization-json-jvm | kotlinx-serialization-json-jvm            | 1.11.0                          |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
fabric-medievalend-1.0.1.jar                                                 |       | medievalend                                          | Medieval Buildings [The End Edition]      | 1.0.1                           | mixins.medievalend.json, mixins.medievalend.refmap.json                                                                                                                                                                                                                                                                                                       | 4e67707f5dca1ef6041d39c2fb1391101ec379cb | 4265598847     
fabricskyboxes-0.7.3+mc1.20.1.jar                                            |       | fabricskyboxes                                       | FabricSkyBoxes                            | 0.7.3+mc1.20.1                  | fabricskyboxes.mixins.json                                                                                                                                                                                                                                                                                                                                    | 31a13b9ca0a500b4caad993ec42e1199142d86d1 | 108573648      
fabrishot-1.10.1.jar                                                         |       | fabrishot                                            | Fabrishot                                 | 1.10.1                          | mixins.fabrishot.json                                                                                                                                                                                                                                                                                                                                         | 715edb014f9c41fed4fb1c4ba32d493916f7d89a | 3005643044     
fadeless-1.0.1.jar                                                           |       | fadeless                                             | Fadeless                                  | 1.0.1                           | nofade.mixins.json                                                                                                                                                                                                                                                                                                                                            | 8a48f9abfa26e4abc06490c6e818f5cf6af1c280 | 665565821      
fantasy_weapons-fabric-0.3.1-1.20.1.jar                                      |       | fantasy_weapons                                      | Fantasy Weapons                           | 0.3.1-1.20.1                    |                                                                                                                                                                                                                                                                                                                                                               | ba1d3b5113ddfd7bdfe4056d1af093f7aaf48e61 | 236585225      
FarmersDelight-1.20.1-2.4.1+refabricated.jar                                 |       | farmersdelight                                       | Farmer's Delight                          | 1.20.1-2.4.1+refabricated       | farmersdelight.mixins.json                                                                                                                                                                                                                                                                                                                                    | b8dded252730b2d47655813dde9d743785c0b107 | 3311199603     
    /META-INF/jars/Fabric-ASM-v2.3.jar                                       |       | mm                                                   | Manningham Mills                          | 2.3                             | mixins.mm.json, mixins.mm.refmap.json                                                                                                                                                                                                                                                                                                                         |                                          |                
    /META-INF/jars/accessors-2.3.8+1.20.1.jar                                |       | porting_lib_accessors                                | Porting Lib Accessors                     | 2.3.8+1.20.1                    | porting_lib_accessors.mixins.json                                                                                                                                                                                                                                                                                                                             |                                          |                
        /META-INF/jars/porting_lib_core-2.3.8+1.20.1.jar                     |       | porting_lib_core                                     | Porting Lib Core                          | 2.3.8+1.20.1                    |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/base-2.3.8+1.20.1.jar                                     |       | porting_lib_base                                     | Porting Lib Base                          | 2.3.8+1.20.1                    | porting_lib_base.mixins.json                                                                                                                                                                                                                                                                                                                                  |                                          |                
        /META-INF/jars/porting_lib_tool_actions-2.3.8+1.20.1.jar             |       | porting_lib_tool_actions                             | Porting Lib Tool Actions                  | 2.3.8+1.20.1                    | porting_lib_tool_actions.mixins.json                                                                                                                                                                                                                                                                                                                          |                                          |                
        /META-INF/jars/porting_lib_transfer-2.3.8+1.20.1.jar                 |       | porting_lib_transfer                                 | Porting Lib Transfer                      | 2.3.8+1.20.1                    | porting_lib_transfer.mixins.json                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jars/porting_lib_utility-2.3.8+1.20.1.jar                  |       | porting_lib_utility                                  | Porting Lib Utility                       | 2.3.8+1.20.1                    |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
        /META-INF/jars/porting_lib_tags-2.3.8+1.20.1.jar                     |       | porting_lib_tags                                     | Porting Lib Tags                          | 3.0                             | porting_lib_tags.mixins.json                                                                                                                                                                                                                                                                                                                                  |                                          |                
